lfdn,duration,v_Assent,consent,age,gender,v_788,v_89,v_468,v_469,v_470,v_471,v_472,v_473,v_474,v_475,v_476,v_477,v_478,v_479,v_480,v_481,v_482,v_483,v_484,v_563,v_485,v_486,v_487,v_488,v_489,v_490,v_491,v_492,v_493,v_494,v_495,v_496,v_497,v_498,v_499,v_500,v_501,v_502,v_503,v_504,v_505,v_506,v_507,v_508,v_509,v_510,v_511,v_512,v_513,v_514,v_515,v_516,v_455,v_517,v_518,v_519,v_520,v_521,v_522,v_523,v_524,v_525,v_526,v_527,v_528,v_529,v_530,v_531,v_532,v_533,v_534,v_535,v_536,v_537,v_538,v_539,v_540,v_542,v_543,v_544,v_545,v_546,v_547,v_548,v_549,v_550,v_551,v_552,v_553,v_554,v_555,v_556,v_557,v_558,v_559,v_560,v_561,v_Serious
279,530,1,1,62,1,NA,7,1,3,1,1,1,4,7,1,7,7,7,1,1,1,1,3,1,1,7,1,1,1,1,1,4,1,4,7,1,1,1,4,7,1,1,1,1,6,1,4,4,5,1,6,1,1,7,1,1,5,0,4,1,4,1,1,1,1,7,1,1,7,1,4,1,7,6,1,1,1,1,4,1,7,1,7,7,4,4,7,1,1,1,4,1,1,1,1,1,1,1,1,4,1,6,1
280,522,1,1,61,1,NA,2,2,4,1,1,1,5,2,5,3,3,5,1,2,2,1,1,7,1,4,1,3,4,2,3,4,1,1,4,1,1,1,1,3,1,1,1,1,6,5,4,1,1,1,6,1,1,2,1,3,4,0,2,5,3,1,5,4,1,5,1,1,1,1,1,3,1,5,1,1,2,1,1,5,5,1,1,3,3,1,3,1,5,1,5,1,3,1,1,1,1,1,1,1,1,1,1
281,309,1,1,50,2,NA,6,1,1,1,4,1,2,3,4,3,3,2,1,1,4,4,1,2,1,4,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,0,1,4,1,4,4,4,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
282,679,1,1,35,1,NA,7,1,1,1,4,1,5,4,6,5,5,6,1,1,1,4,1,7,1,5,1,1,4,5,1,3,1,1,5,5,1,1,1,6,1,1,1,1,5,5,1,1,1,1,4,3,1,5,1,7,2,0,1,6,3,5,6,5,7,5,1,1,1,1,4,6,1,2,1,1,1,1,1,6,4,1,1,5,3,1,1,1,7,1,1,1,6,1,1,1,1,1,1,1,1,1,1
283,534,1,1,36,1,NA,6,1,3,4,3,1,6,7,1,6,6,5,1,1,1,1,4,4,1,6,1,3,4,2,4,4,4,4,6,4,1,4,4,7,1,1,4,1,7,1,5,5,4,1,7,5,1,4,1,1,5,0,4,1,5,1,2,1,1,7,1,3,5,4,4,1,5,3,1,5,4,1,4,1,7,4,5,5,6,5,4,4,1,5,5,4,1,1,1,1,1,1,5,5,1,5,1
284,520,1,1,36,1,NA,6,1,1,1,2,3,7,5,4,5,5,5,3,3,3,3,2,4,1,5,1,3,4,3,2,4,1,4,4,4,1,1,1,5,1,1,1,1,5,1,4,2,2,2,5,1,2,3,3,4,4,0,2,2,3,3,2,1,2,5,1,1,4,1,5,3,2,4,3,1,2,3,1,2,5,4,4,5,3,1,3,1,3,1,4,2,2,1,1,1,1,1,2,4,1,4,1
285,720,1,1,36,1,NA,7,1,4,2,1,2,7,7,1,7,7,7,1,2,1,1,4,7,1,7,1,4,4,2,4,6,2,4,7,4,1,4,2,7,1,5,4,1,7,1,7,1,1,2,5,2,7,7,1,1,6,0,2,1,4,1,1,1,1,7,1,1,7,4,7,1,4,2,2,4,4,1,1,1,7,1,5,7,6,1,6,4,1,6,6,4,1,2,2,1,5,5,1,4,5,6,1
286,350,1,1,58,1,NA,4,1,1,1,1,1,4,7,1,7,7,7,1,1,1,1,1,1,1,7,1,1,1,1,1,5,1,1,7,1,1,1,1,7,1,1,1,1,7,5,4,1,1,1,4,1,1,6,1,1,5,0,1,1,5,1,1,1,1,7,1,1,5,1,7,1,4,6,1,1,1,1,4,1,7,1,7,7,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,5,1
287,388,1,1,29,2,NA,8,1,3,5,3,1,5,5,2,5,5,5,1,1,2,1,1,6,1,5,1,1,1,1,1,3,1,1,5,5,2,2,2,5,1,1,1,1,3,1,3,5,3,1,5,1,1,3,1,1,4,0,3,1,4,1,3,1,3,5,1,3,5,1,3,1,2,1,2,1,3,1,1,1,5,5,5,5,3,1,5,1,1,1,5,3,1,1,1,1,1,1,2,3,1,1,1
288,583,1,1,50,1,NA,6,6,6,5,1,7,7,6,1,7,7,7,2,7,1,1,7,7,1,7,1,7,7,1,6,7,5,7,7,2,5,5,5,7,3,5,5,3,7,1,7,5,6,5,7,6,6,7,2,1,6,0,5,1,7,1,1,1,1,7,3,6,7,5,6,1,6,7,2,6,5,2,7,1,7,7,6,7,7,7,7,5,1,5,7,7,1,5,5,5,6,6,5,7,6,7,1
289,513,1,1,33,2,NA,6,1,3,2,1,1,5,6,1,6,6,6,1,1,1,1,1,5,1,6,1,5,2,1,5,5,1,1,7,5,1,4,1,6,1,1,1,1,5,1,1,2,1,1,7,3,1,5,1,1,5,0,5,2,5,1,1,1,1,6,1,1,5,3,5,1,1,3,1,5,3,1,2,1,6,3,4,6,5,1,1,4,1,3,5,1,1,1,1,1,1,1,5,4,1,3,1
290,488,1,1,32,1,NA,6,1,2,2,5,1,5,6,2,7,6,5,1,1,3,2,1,5,1,7,1,2,1,1,2,5,2,1,5,5,1,4,2,6,1,1,5,1,7,1,2,3,1,1,7,1,1,5,1,1,5,0,2,1,5,1,2,3,1,7,1,1,5,5,6,1,1,1,1,5,4,1,1,1,7,5,5,7,5,1,1,1,1,2,6,1,1,1,1,1,1,1,5,3,1,5,1
291,533,1,1,76,2,NA,6,1,7,7,1,1,7,7,1,7,7,7,1,1,1,1,7,7,1,7,1,7,1,1,7,7,7,6,7,1,1,7,1,7,1,1,1,1,7,1,7,1,6,1,1,1,1,7,1,1,7,0,1,1,1,1,1,1,1,7,1,1,7,1,1,1,1,1,1,7,7,1,7,1,7,7,7,7,1,1,5,7,1,3,7,1,1,1,1,1,1,1,6,5,1,7,1
292,666,1,1,31,2,NA,7,1,1,1,1,2,6,6,2,7,7,6,1,4,1,1,4,5,1,7,1,1,4,1,1,5,4,1,5,1,1,1,1,6,1,1,1,1,1,1,1,5,1,5,1,1,1,5,1,4,5,0,5,1,6,1,1,1,1,6,1,1,4,1,6,1,1,1,1,1,1,1,1,1,7,1,1,7,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1
293,332,1,1,33,1,NA,6,1,1,1,6,3,1,1,6,2,2,1,1,2,5,5,3,4,1,1,1,1,2,1,1,1,2,1,1,5,1,1,1,3,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,5,1,0,1,4,1,6,6,4,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1
294,159,1,1,32,2,NA,7,5,6,4,5,4,6,4,4,5,6,5,5,5,5,4,5,6,1,4,5,4,4,5,5,5,6,4,3,5,4,3,4,3,4,4,4,5,4,3,4,4,6,4,4,3,4,4,2,3,3,0,4,4,5,4,4,5,4,3,5,3,5,3,4,4,5,4,4,5,3,3,5,4,3,4,4,4,3,3,3,4,3,4,3,5,4,4,5,5,4,5,4,4,5,5,1
295,589,1,1,61,2,NA,7,3,4,4,1,3,5,7,1,7,7,4,1,1,1,1,3,7,1,7,1,4,5,1,4,7,4,5,7,4,4,5,5,7,3,4,5,4,6,3,5,5,5,4,6,6,4,5,1,1,5,0,4,1,7,1,1,1,1,4,4,3,5,5,4,1,3,5,3,4,4,5,5,5,4,5,4,4,3,4,4,4,1,4,4,4,1,3,3,3,3,3,4,4,3,4,1
296,411,1,1,52,1,NA,3,1,1,1,1,1,2,5,1,4,5,4,1,1,1,1,2,2,1,5,1,2,1,1,1,2,1,1,4,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,5,1,1,3,1,1,3,0,1,1,2,1,1,1,1,4,1,1,4,1,3,1,1,2,1,2,1,1,1,1,4,1,1,4,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
297,503,1,1,40,1,NA,8,1,3,2,3,2,6,5,3,5,5,5,1,4,2,4,5,5,1,5,1,2,3,6,3,4,2,2,4,4,1,2,2,5,2,4,2,2,5,2,3,2,2,3,6,3,4,4,2,5,4,0,1,4,4,3,4,4,4,6,2,1,4,1,4,4,4,6,1,4,3,2,4,4,5,4,2,5,4,2,3,2,4,4,4,2,4,2,2,1,2,2,4,3,2,4,1
298,417,1,1,30,1,NA,8,1,1,1,1,1,4,7,4,7,7,4,1,2,2,1,3,2,1,7,1,1,1,3,1,1,1,2,7,4,1,1,1,7,1,1,1,1,3,1,2,1,1,2,2,1,1,4,1,4,1,0,1,1,2,2,3,4,3,4,1,1,2,1,5,3,1,3,1,1,1,1,1,4,6,1,1,7,1,1,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,3,1
299,1003,1,1,26,2,NA,8,1,6,6,2,4,7,7,1,7,7,7,2,2,1,1,7,7,1,7,1,7,5,1,6,7,6,6,7,5,3,6,6,7,6,4,5,2,7,4,6,7,7,4,7,7,2,7,3,2,7,0,7,1,7,1,2,1,2,7,5,6,7,7,7,2,5,5,4,7,7,5,4,2,7,7,7,7,6,7,7,7,2,7,6,7,2,5,5,4,5,2,7,6,5,7,1
300,1185,1,1,27,2,NA,8,1,4,5,3,5,6,4,5,5,3,3,1,5,3,5,3,5,1,5,1,3,4,7,3,2,5,2,4,6,1,4,3,5,3,1,4,1,6,5,1,4,1,2,4,3,3,3,1,5,4,0,4,6,2,5,7,5,7,7,1,2,5,4,4,6,3,5,6,4,4,2,4,7,6,4,3,5,4,2,3,1,7,4,4,3,6,1,1,1,1,1,4,3,1,2,1
301,243,1,1,37,2,NA,7,1,4,3,1,6,6,6,1,6,6,6,1,2,1,3,3,5,1,6,1,4,5,1,4,5,4,3,5,1,2,4,3,6,2,3,3,2,5,1,4,4,3,4,5,4,2,6,2,1,5,0,2,1,5,1,1,1,1,6,2,2,4,3,5,1,1,2,4,3,2,2,4,1,6,3,6,6,5,2,3,3,1,3,4,5,1,2,1,1,1,2,3,5,1,4,1
302,-1,1,1,46,2,NA,5,4,2,1,4,2,4,4,4,4,3,3,2,2,2,4,1,5,1,4,1,2,4,3,2,4,1,3,4,5,4,4,2,4,3,3,2,2,3,6,3,3,3,5,5,4,4,3,4,5,5,0,2,4,3,3,4,4,5,4,2,5,4,2,3,5,2,5,3,2,2,3,3,3,5,3,3,3,4,2,2,2,2,3,5,3,3,4,2,2,3,3,3,2,5,3,1
303,382,1,1,36,1,NA,8,1,5,6,1,6,7,7,1,7,7,7,1,6,1,1,7,7,1,7,1,5,1,1,6,7,6,7,7,1,1,7,7,7,7,6,7,6,7,1,7,7,7,5,7,7,7,7,1,1,7,0,7,1,7,1,1,1,1,7,7,1,7,7,7,1,7,7,1,7,7,5,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,4,7,7,7,7,7,7,1
304,348,1,1,24,2,NA,8,1,1,1,4,3,2,5,5,5,5,5,1,5,4,4,5,3,1,5,1,1,4,5,1,3,1,2,5,4,1,1,1,4,1,1,1,1,3,5,1,1,1,3,4,1,1,3,2,5,1,0,1,4,4,3,4,6,6,4,1,1,2,1,2,6,1,1,4,1,1,3,1,5,5,1,2,4,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,2,1,1,1
305,374,1,1,39,1,NA,6,1,3,2,3,3,3,5,5,6,6,6,1,2,3,3,5,4,1,5,1,3,4,5,3,4,2,3,5,5,2,2,4,5,2,4,3,1,5,3,3,3,3,1,3,3,2,5,2,4,4,0,5,4,4,3,4,5,4,5,2,1,3,2,5,5,4,6,2,3,2,1,2,5,5,2,4,6,3,5,5,2,5,3,3,5,4,2,2,2,5,2,2,5,2,3,1
306,842,1,1,24,2,NA,8,1,2,1,2,1,4,4,1,4,5,5,1,1,4,1,1,1,1,4,1,5,1,4,1,5,3,1,1,4,1,1,1,5,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,4,0,1,1,3,2,1,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
307,1663,1,1,38,2,NA,7,5,4,4,4,5,5,5,4,6,5,4,4,3,2,4,5,4,1,4,3,4,3,4,5,3,5,6,6,5,3,4,5,5,5,5,6,5,6,4,5,6,5,6,5,5,5,6,4,5,5,0,5,6,6,5,5,6,5,5,2,5,7,5,5,5,5,6,4,5,4,6,3,6,6,5,5,5,4,6,4,6,4,4,5,4,5,6,5,4,5,4,5,6,5,5,1
308,716,1,1,23,1,NA,8,1,1,1,7,1,1,4,1,5,5,1,1,6,6,4,1,7,1,4,1,1,1,7,1,1,1,1,3,7,1,1,1,3,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,7,1,0,1,1,1,1,6,1,6,1,1,3,1,1,2,5,1,2,4,1,1,2,2,5,2,1,1,3,1,1,1,1,5,1,2,1,6,1,1,1,2,3,1,1,1,1,1
309,429,1,1,35,2,NA,2,1,2,1,1,1,2,2,2,2,2,1,1,1,4,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,4,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
310,381,1,1,31,2,NA,8,1,1,6,1,1,6,6,1,6,6,5,1,1,1,1,6,6,1,5,1,5,3,1,6,6,1,4,5,1,1,1,1,5,1,1,1,1,5,1,6,3,4,1,7,4,6,6,1,1,6,0,4,1,5,1,1,1,1,5,1,4,6,1,4,1,5,5,1,7,6,1,5,1,6,6,1,5,6,1,5,1,1,5,6,5,1,1,1,4,1,1,6,5,1,5,1
311,1290,1,1,30,1,NA,8,1,7,7,1,7,7,7,1,7,7,7,1,1,1,1,2,7,1,7,1,7,7,1,4,7,1,1,7,7,1,1,1,7,1,1,1,1,7,1,1,1,4,1,7,1,1,7,1,1,7,0,1,1,7,1,1,4,1,7,1,1,1,1,7,1,1,7,1,7,1,1,1,4,7,1,7,7,4,1,1,1,7,1,4,1,1,1,1,1,1,1,1,7,1,7,1
312,474,1,1,38,1,NA,8,1,2,1,1,1,4,7,3,4,5,5,1,1,1,1,1,4,1,5,1,2,1,1,2,4,1,1,4,2,1,1,1,5,1,1,1,1,3,1,2,1,1,1,4,3,1,4,1,3,3,0,1,2,4,1,1,1,1,5,1,1,1,1,2,1,1,3,1,1,1,1,1,1,3,1,2,4,3,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,NA
313,640,1,1,44,1,NA,7,1,2,6,1,1,5,7,1,7,6,7,1,1,1,1,6,4,1,6,1,4,4,1,4,4,2,4,7,4,1,4,4,7,1,1,2,1,7,1,4,2,4,1,5,6,1,5,1,1,6,0,4,2,5,1,1,1,1,1,1,1,6,1,4,1,1,6,1,2,3,1,1,1,7,1,5,7,1,4,7,4,1,5,4,3,1,1,1,1,1,1,1,4,1,6,NA
314,297,1,1,30,1,NA,6,1,2,2,4,5,2,2,5,1,2,2,1,6,6,4,2,2,1,1,1,2,3,4,2,1,2,2,1,1,5,2,2,2,2,3,2,5,2,4,1,1,2,4,2,3,4,1,5,6,2,0,2,5,2,5,6,6,6,2,5,2,2,2,3,6,3,5,4,2,2,5,5,5,4,3,2,1,2,2,2,1,5,1,2,1,4,5,5,4,5,5,1,1,5,2,1
315,760,1,1,69,2,NA,6,1,4,2,3,1,6,6,2,5,5,6,1,2,2,1,4,6,1,6,1,5,2,2,4,5,3,3,5,5,2,2,2,4,3,2,4,2,5,3,5,5,5,2,4,3,4,5,2,2,5,0,3,2,3,2,2,3,2,5,2,4,4,2,3,3,4,5,2,3,2,2,4,2,5,3,2,5,5,3,4,3,2,3,4,5,2,2,2,2,4,5,3,5,3,5,1
316,547,1,1,24,1,NA,3,5,5,6,6,5,3,7,4,6,6,6,4,3,4,3,5,6,1,7,7,5,5,5,5,5,4,7,6,4,7,4,5,3,3,5,3,6,5,5,5,4,4,4,4,3,6,5,3,5,5,0,4,4,3,5,3,5,4,6,5,4,3,6,5,5,3,5,5,6,4,5,5,3,5,4,5,5,4,4,5,4,5,5,5,4,4,5,3,3,4,5,5,4,5,6,1
317,709,1,1,30,2,NA,4,1,2,2,3,1,4,5,5,5,5,4,1,1,3,2,1,3,1,5,1,2,1,3,1,4,2,1,4,5,2,1,1,4,1,2,2,2,4,3,2,1,3,1,5,2,2,4,1,5,3,0,1,4,4,4,4,5,5,4,2,1,2,1,1,5,2,2,1,1,1,1,2,5,5,2,1,4,3,2,3,2,5,2,3,2,4,1,1,1,2,2,2,4,2,2,1
318,470,1,1,34,2,NA,5,1,1,2,1,1,4,5,2,4,5,4,1,1,1,1,1,5,1,5,1,1,1,1,1,3,1,1,5,1,1,1,1,4,1,1,1,1,3,3,2,1,1,1,3,1,1,3,1,1,3,0,1,1,2,1,1,1,1,3,1,1,3,1,3,1,1,1,1,2,3,1,1,1,4,2,1,4,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,1,1,2,1
319,1325,1,1,30,1,NA,8,1,7,4,1,1,7,7,7,7,7,7,1,1,7,1,7,7,1,7,1,7,7,1,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,4,7,7,5,7,7,1,7,0,7,7,7,1,1,1,1,7,1,1,7,7,7,1,1,7,1,7,5,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
320,666,1,1,36,1,NA,3,1,1,2,6,1,2,5,7,4,5,3,1,2,6,5,1,3,1,4,1,2,3,7,2,2,1,1,3,4,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,7,1,0,1,7,1,7,7,7,7,3,1,1,1,1,1,7,1,1,1,1,1,1,1,7,3,1,1,3,1,1,1,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1
321,531,1,1,32,1,NA,5,1,3,2,4,1,4,4,3,4,4,4,1,1,3,4,3,5,1,4,1,1,3,4,1,5,1,1,5,3,1,1,1,5,1,1,1,1,4,2,1,1,1,1,5,1,1,5,1,3,4,0,1,1,4,1,2,1,2,5,1,1,3,1,2,2,1,1,1,2,1,1,1,2,5,1,4,5,2,1,2,1,3,1,4,1,2,1,1,1,1,1,2,4,1,2,1
322,826,1,1,37,1,NA,7,1,4,4,2,3,6,5,2,6,5,6,2,4,2,2,5,5,1,5,2,3,5,2,2,5,3,6,6,4,4,5,5,6,4,3,3,2,6,2,6,4,4,4,5,5,4,6,2,2,6,0,5,2,5,2,2,2,2,6,4,4,5,5,6,2,4,5,3,4,3,3,5,2,6,5,5,5,5,4,5,5,2,5,5,5,2,3,2,2,2,2,4,4,4,6,1
323,1049,1,1,66,1,NA,6,1,5,2,1,1,7,7,1,7,7,7,1,1,1,1,5,6,1,7,1,6,1,1,5,7,4,5,7,1,1,4,4,7,1,1,1,1,4,1,5,4,1,1,1,2,1,7,1,1,7,0,5,1,6,1,1,1,1,7,1,1,7,5,1,1,1,1,1,7,4,1,1,1,7,6,5,7,5,1,5,7,1,6,7,1,1,1,1,1,1,1,5,7,1,7,1
324,996,1,1,38,1,NA,6,1,3,5,4,5,6,6,3,6,5,6,2,6,5,5,6,5,1,6,2,5,5,4,5,5,3,5,6,6,1,4,3,6,4,2,3,6,6,5,6,3,4,2,4,5,4,6,2,4,5,0,5,2,5,2,4,2,3,6,2,2,3,2,5,4,6,5,1,5,3,2,6,4,4,4,6,6,4,3,1,4,3,3,4,2,5,2,2,1,3,1,1,4,1,2,1
325,505,1,1,64,1,NA,3,1,4,4,1,3,7,7,1,6,6,7,1,3,1,2,5,6,1,7,1,5,6,1,5,6,4,5,7,1,3,6,5,7,4,3,4,4,7,1,6,4,5,1,7,6,5,6,2,1,6,0,6,1,6,1,1,2,1,6,2,5,7,5,6,1,5,6,3,6,4,1,6,3,7,7,6,6,7,3,7,5,3,5,7,5,1,1,3,4,3,2,6,5,4,7,1
326,511,1,1,66,1,NA,7,1,6,4,2,5,7,7,1,7,6,7,3,5,1,1,5,6,1,7,1,6,4,1,6,6,2,4,7,2,3,4,4,7,4,5,4,1,7,1,5,4,5,5,4,6,5,7,2,1,7,0,5,1,7,1,1,1,1,7,4,5,7,7,6,1,5,2,4,5,7,1,5,1,6,5,6,7,5,4,7,6,1,5,7,6,1,4,4,2,4,4,6,6,1,7,1
327,534,1,1,33,2,NA,8,4,2,2,4,1,5,5,4,5,5,5,1,1,2,2,3,5,1,6,2,2,2,4,2,4,1,4,4,2,1,2,1,4,1,1,2,1,5,5,2,1,2,2,5,2,1,4,1,3,1,0,1,2,5,2,4,4,4,5,1,2,4,2,5,4,2,1,1,4,3,1,1,4,5,5,5,4,4,1,4,1,4,4,4,3,4,1,1,1,1,1,2,4,1,5,1
328,247,1,1,30,1,NA,7,1,1,2,2,2,3,4,3,5,5,5,1,2,2,2,1,4,1,4,1,2,1,4,1,3,1,1,5,4,1,2,1,5,1,1,2,1,5,2,5,1,2,1,2,1,2,5,1,2,4,0,3,2,4,3,3,3,3,5,1,1,2,2,3,3,3,4,1,4,3,2,3,3,6,1,1,5,5,1,3,3,1,1,4,1,1,1,1,1,1,3,1,1,1,5,1
329,539,1,1,71,2,NA,8,1,4,3,2,2,3,5,3,6,5,5,3,2,2,2,4,5,1,6,1,3,6,2,4,5,4,3,5,2,2,2,2,6,3,2,2,3,4,3,4,3,3,2,3,4,2,5,1,3,5,0,3,3,5,2,3,2,2,6,2,3,4,3,4,2,3,3,1,3,2,2,4,3,5,4,3,5,4,3,3,3,3,3,3,4,2,3,2,2,3,2,2,5,2,4,1
330,1786,1,1,35,1,NA,6,1,4,3,1,1,4,4,1,6,5,5,1,1,1,1,1,3,1,6,1,1,1,1,1,4,1,1,6,4,1,1,1,6,1,1,1,1,5,1,4,1,3,1,7,1,1,6,1,1,5,0,1,1,6,1,1,1,1,7,1,1,4,1,4,1,1,1,1,1,1,1,1,1,7,4,1,6,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,1,4,1
331,321,1,1,32,1,NA,3,6,1,2,2,7,2,3,5,2,2,3,4,6,3,5,5,2,1,2,1,2,3,5,2,3,1,3,2,1,2,2,3,2,1,3,2,5,2,5,2,2,4,4,3,2,3,1,3,5,5,0,2,6,2,5,5,6,6,2,2,3,2,3,3,5,2,6,4,5,2,6,6,5,2,2,5,3,6,5,2,2,2,2,3,3,5,3,4,2,6,6,5,3,5,5,1
332,514,1,1,41,1,NA,6,3,1,2,1,2,3,5,1,5,4,4,1,3,2,1,1,5,1,5,1,2,1,1,4,4,2,2,5,2,1,1,1,5,1,1,1,1,3,1,4,1,1,3,5,2,3,5,1,2,4,0,1,1,2,1,1,1,1,5,2,1,4,2,3,1,2,6,2,4,3,2,3,1,4,3,2,4,3,1,3,2,1,2,4,1,1,2,1,1,2,2,3,4,1,4,1
333,325,1,1,59,1,NA,6,1,1,2,2,1,3,6,1,6,6,6,1,1,1,2,2,4,1,6,1,1,3,1,1,3,2,2,6,3,1,4,1,6,1,1,1,1,6,2,3,2,2,1,7,4,1,6,1,1,6,0,2,1,4,1,2,1,1,6,1,1,3,1,6,1,2,5,1,1,2,1,5,1,6,2,3,6,4,1,1,1,1,1,3,3,1,1,1,1,2,1,1,2,1,4,1
334,193,1,1,20,1,NA,5,3,4,5,4,2,4,4,3,4,5,3,3,2,4,5,3,3,3,4,3,3,3,4,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,426,1,1,58,2,NA,6,1,1,1,1,2,3,6,1,5,5,6,1,2,1,1,1,5,1,5,1,1,1,1,1,4,1,1,5,1,1,1,1,5,1,1,1,1,6,1,3,1,1,2,5,3,1,4,1,1,6,0,1,1,4,1,1,3,1,6,1,1,6,1,1,1,2,4,3,2,1,2,4,1,5,4,1,5,5,1,4,1,1,1,4,1,1,2,1,1,1,2,1,3,1,5,1
336,221,1,1,30,2,NA,5,1,1,1,1,1,2,1,5,1,2,1,1,1,5,4,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,4,2,1,1,1,2,1,1,1,1,1,1,0,1,1,1,5,3,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
337,200,1,1,52,2,NA,8,5,6,5,5,6,5,6,5,6,5,5,5,5,5,6,5,5,1,6,6,5,5,5,6,6,5,4,4,5,5,5,5,4,5,5,4,4,4,4,4,5,5,5,5,4,5,4,5,5,4,0,4,6,6,5,6,5,5,6,5,4,5,5,5,6,5,4,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1
338,185,1,1,24,2,NA,6,4,4,3,4,4,3,4,3,4,3,3,4,5,4,3,3,4,1,3,4,3,4,3,3,4,5,3,4,2,3,3,4,3,5,3,5,5,4,4,3,4,4,2,4,4,4,3,4,2,3,0,4,3,3,4,4,3,3,3,5,4,3,4,5,5,4,3,5,4,5,3,4,3,4,4,4,3,4,4,4,3,3,4,4,3,3,3,4,3,3,3,5,4,3,4,1
339,312,1,1,25,1,NA,8,1,2,4,5,5,7,6,5,5,5,6,1,6,1,5,4,5,1,6,1,1,1,4,1,4,1,6,6,6,1,6,4,6,2,1,6,2,6,1,4,6,4,2,6,2,1,6,1,5,6,0,5,5,7,2,5,5,3,7,1,5,4,5,5,5,3,5,3,2,1,3,5,5,7,5,4,4,5,5,4,1,4,2,5,5,4,1,1,2,1,1,2,5,1,4,1
340,537,1,1,36,1,NA,6,1,1,1,1,1,5,7,1,7,5,7,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,4,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,0,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
341,661,1,1,34,2,NA,7,1,1,1,1,3,5,6,5,6,6,4,1,1,1,4,2,4,1,6,1,1,1,4,1,1,1,2,6,6,1,1,3,6,1,2,1,1,4,3,2,4,1,1,6,2,1,5,1,1,1,0,1,4,3,4,6,1,4,6,1,1,1,1,3,3,1,2,1,2,2,1,1,4,6,2,1,4,2,1,1,2,4,2,2,2,5,2,1,1,3,1,1,1,3,2,1
342,1503,1,1,37,1,NA,8,1,6,7,1,5,2,6,2,7,6,6,3,4,1,1,7,7,1,6,2,6,5,2,6,7,7,6,6,6,1,7,6,6,6,1,7,2,7,2,3,6,6,1,7,6,2,7,1,1,6,0,7,2,7,2,1,3,6,6,1,6,6,7,6,1,1,2,2,7,7,2,1,1,7,6,7,6,7,6,6,6,6,7,7,6,2,1,1,1,1,1,6,6,2,7,1
